Country Name,Country Code,Time,Time Code,"International tourism, expenditures (current US$) [ST.INT.XPND.CD]","International tourism, number of arrivals [ST.INT.ARVL]","International tourism, receipts (current US$) [ST.INT.RCPT.CD]",GDP (current US$) [NY.GDP.MKTP.CD]
Niger,NER,2019,YR2019,144500000,192000,130000000,12916454870.5458
Niger,NER,2020,YR2020,..,85000,..,13744174582.2532
Nigeria,NGA,2016,YR2016,4524000000,5265000,1088000000,404649048648.026
Nigeria,NGA,2017,YR2017,8194000000,..,2615000000,375745732274.676
Nigeria,NGA,2018,YR2018,13218000000,..,1977000000,421739210176.152
Nigeria,NGA,2019,YR2019,16406000000,..,1471000000,474517470742.749
Nigeria,NGA,2020,YR2020,6613000000,..,321000000,432198936002.177
North Macedonia,MKD,2016,YR2016,204000000,510000,283000000,10672467073.2873
North Macedonia,MKD,2017,YR2017,233000000,631000,331000000,11307067000.7188
North Macedonia,MKD,2018,YR2018,282000000,707000,387000000,12683068033.1043
North Macedonia,MKD,2019,YR2019,302000000,758000,401000000,12606338448.547
North Macedonia,MKD,2020,YR2020,153000000,118000,253000000,12363580534.6811
Northern Mariana Islands,MNP,2016,YR2016,..,531000,..,1230000000
Northern Mariana Islands,MNP,2017,YR2017,..,660000,..,1560000000
Northern Mariana Islands,MNP,2018,YR2018,..,518000,..,1301000000
Northern Mariana Islands,MNP,2019,YR2019,..,487000,..,1181000000
Northern Mariana Islands,MNP,2020,YR2020,..,..,..,858000000
Norway,NOR,2016,YR2016,16384000000,5960000,6285000000,370956547619.048
Norway,NOR,2017,YR2017,17489000000,6252000,6565000000,401745275035.261
Norway,NOR,2018,YR2018,18307000000,5688000,7280000000,439788625883.8
Norway,NOR,2019,YR2019,17683000000,5879000,7040000000,408742840909.091
Norway,NOR,2020,YR2020,4230000000,1397000,2196000000,367633418886.627
Oman,OMN,2016,YR2016,2643000000,3207000,2324000000,75128738621.5865
Oman,OMN,2017,YR2017,2915000000,3178000,2629000000,80856697009.1027
Oman,OMN,2018,YR2018,3210000000,3242000,2874000000,91505851755.5267
Oman,OMN,2019,YR2019,3406000000,3506000,3077000000,88060858257.4772
Oman,OMN,2020,YR2020,1236000000,869000,669000000,75909397659.2978
Pakistan,PAK,2016,YR2016,2931000000,..,790000000,313629998960.445
Pakistan,PAK,2017,YR2017,3316000000,..,865000000,339205536454.445
Pakistan,PAK,2018,YR2018,2959000000,..,845000000,356128167702.894
Pakistan,PAK,2019,YR2019,2998000000,..,992000000,320909472926.461
Pakistan,PAK,2020,YR2020,1245000000,..,765000000,300425609206.18
Palau,PLW,2016,YR2016,23799999.2370605,138000,148000000,298300000
Palau,PLW,2017,YR2017,23299999.2370605,123000,123000000,285600000
Palau,PLW,2018,YR2018,..,106000,..,284900000
Palau,PLW,2019,YR2019,..,94000,..,278900000
Palau,PLW,2020,YR2020,..,18399.9996185303,..,251900000
Panama,PAN,2016,YR2016,1351000000,2379000,6283000000,57907700000
Panama,PAN,2017,YR2017,1132000000,2517000,6827000000,62202700000
Panama,PAN,2018,YR2018,1395000000,2487000,7139000000,67294169234.6291
Panama,PAN,2019,YR2019,1623000000,2494000,7052000000,69721787532.9789
Panama,PAN,2020,YR2020,601000000,647000,1841000000,57086836942.4052
Papua New Guinea,PNG,2016,YR2016,126599998.474121,198000,1600000.02384186,20758874952.5805
Papua New Guinea,PNG,2017,YR2017,168600006.103516,182000,15260000.2288818,22742696407.5093
Papua New Guinea,PNG,2018,YR2018,134000000,195000,4230000.01907349,24109780113.2307
Papua New Guinea,PNG,2019,YR2019,..,211000,..,24751069237.9977
Papua New Guinea,PNG,2020,YR2020,..,39000,..,23848442440.267
Paraguay,PRY,2016,YR2016,512000000,4318000,356000000,36089550671.834
Paraguay,PRY,2017,YR2017,545000000,4744000,399000000,38997129809.1697
Paraguay,PRY,2018,YR2018,549000000,4183000,393000000,40225448651.3062
Paraguay,PRY,2019,YR2019,552000000,4368000,409000000,37925338460.1556
Paraguay,PRY,2020,YR2020,226000000,1077000,104000000,35432177936.3317
Peru,PER,2016,YR2016,2700000000,4718000,4288000000,191898127860.843
Peru,PER,2017,YR2017,2893000000,4992000,4439000000,211007952315.888
Peru,PER,2018,YR2018,3353000000,5384000,4505000000,222597030191.041
Peru,PER,2019,YR2019,3627399902.34375,5275000,4703000000,228325852220.761
Peru,PER,2020,YR2020,938000000,1119000,1002000000,201947603715.409
Philippines,PHL,2016,YR2016,11681000000,5967000,6289000000,318627003965.989
Philippines,PHL,2017,YR2017,12442000000,6621000,8349000000,328480738147.1
Philippines,PHL,2018,YR2018,12474000000,7168000,9715000000,346841896890.489
Philippines,PHL,2019,YR2019,12926000000,8261000,11455000000,376823404772.837
Philippines,PHL,2020,YR2020,4872000000,1483000,2769000000,361751145432.404
Poland,POL,2016,YR2016,8509000000,80476000,11922000000,470024559638.496
Poland,POL,2017,YR2017,9420000000,83804000,13925000000,524641206562.004
Poland,POL,2018,YR2018,10367000000,85946000,15569000000,588779850763.487
Poland,POL,2019,YR2019,10161000000,88515000,15712000000,596058473058.766
Poland,POL,2020,YR2020,5547000000,..,8379000000,599442783603.187
Portugal,PRT,2016,YR2016,4707000000,13359000,17347000000,206426152308.937
Portugal,PRT,2017,YR2017,5509000000,15432000,21586000000,221357874718.932
Portugal,PRT,2018,YR2018,6427000000,16186000,24366000000,242313116577.963
Portugal,PRT,2019,YR2019,6823000000,17283000,24592000000,239986922638.897
Portugal,PRT,2020,YR2020,3536000000,4208000,10522000000,229031860520.773
Puerto Rico,PRI,2016,YR2016,1059000000,5003000,3974000000,104336700000
Puerto Rico,PRI,2017,YR2017,1072000000,4927000,3868000000,103445500000
Puerto Rico,PRI,2018,YR2018,893000000,4260000,3303000000,100958100000
Puerto Rico,PRI,2019,YR2019,..,4931000,3612000000,105126400000
Puerto Rico,PRI,2020,YR2020,..,3882000,2921000000,103130900000
Qatar,QAT,2016,YR2016,13152000000,2938000,12593000000,151732181868.132
Qatar,QAT,2017,YR2017,12284000000,2256000,15757000000,161099122225.275
Qatar,QAT,2018,YR2018,11754000000,1819000,15239000000,183334953818.681
Qatar,QAT,2019,YR2019,12528000000,2136500,15647000000,176371267689.082
Qatar,QAT,2020,YR2020,11504000000,582000,14318000000,144411363345.27
Romania,ROU,2016,YR2016,2910000000,10223000,2474000000,185287615324.922
Romania,ROU,2017,YR2017,4955000000,10926000,3553000000,210147181055.277
Romania,ROU,2018,YR2018,6109000000,11720000,3879000000,243316050520.725
Romania,ROU,2019,YR2019,7172000000,12815000,4240000000,251017797625.017
Romania,ROU,2020,YR2020,3472000000,5023000,1611000000,251362534092.315
Russian Federation,RUS,2016,YR2016,27654000000,24571000,12822000000,1276786344534.27
Russian Federation,RUS,2017,YR2017,35584000000,24390000,14938000000,1574199355092.71
Russian Federation,RUS,2018,YR2018,38791000000,24551000,18735000000,1657328764645.93
Russian Federation,RUS,2019,YR2019,40611000000,24419000,17235000000,1693114993990.49
Russian Federation,RUS,2020,YR2020,10800000000,6359000,4961000000,1493075887459.81
Rwanda,RWA,2016,YR2016,364000000,1377000,443000000,8695318854.11055
Rwanda,RWA,2017,YR2017,419000000,1570000,496500000,9252833678.08916
Rwanda,RWA,2018,YR2018,390000000,1711000,547000000,9636510839.30707
Rwanda,RWA,2019,YR2019,382799987.792969,1634000,635900024.414063,10346675636.3397
Rwanda,RWA,2020,YR2020,127000000,..,212000000,10172925171.5869
Samoa,WSM,2016,YR2016,2099999.90463257,146000,148699996.948242,843924750.673535
Samoa,WSM,2017,YR2017,3900000.09536743,158000,167000000,884844419.778891
Samoa,WSM,2018,YR2018,4099999.90463257,172000,192300003.051758,878448439.453724
Samoa,WSM,2019,YR2019,5199999.80926514,181000,206100006.103516,912950619.371868
Samoa,WSM,2020,YR2020,1799999.95231628,23899.9996185303,23059999.4659424,868898350.356664
San Marino,SMR,2016,YR2016,..,2000000,..,1468342430.68836
San Marino,SMR,2017,YR2017,..,1937000,..,1528621195.45849
San Marino,SMR,2018,YR2018,..,1874000,..,1655354303.82885
San Marino,SMR,2019,YR2019,..,1904000,..,1616188702.34405
San Marino,SMR,2020,YR2020,..,..,..,1541247884.00207
Sao Tome and Principe,STP,2016,YR2016,..,28899.9996185303,69100000,345495614.979982
Sao Tome and Principe,STP,2017,YR2017,..,28899.9996185303,65900000,375614126.193877
Sao Tome and Principe,STP,2018,YR2018,..,33400.0015258789,71900000,412253809.728799
Sao Tome and Principe,STP,2019,YR2019,..,..,..,427425039.684339
Sao Tome and Principe,STP,2020,YR2020,..,..,..,472551023.610419
Saudi Arabia,SAU,2016,YR2016,17671000000,20887000,13438000000,665999879694.192
Saudi Arabia,SAU,2017,YR2017,19065000000,18607000,15020000000,714994694991.651
Saudi Arabia,SAU,2018,YR2018,17939000000,17570000,16974000000,846583785179.856
Saudi Arabia,SAU,2019,YR2019,16415000000,20292000,19849000000,838564705624.643
Saudi Arabia,SAU,2020,YR2020,9069000000,..,5960000000,734271183954.88
Senegal,SEN,2016,YR2016,277000000,1219000,439000000,19040312331.1615
Senegal,SEN,2017,YR2017,295000000,1376000,470000000,20996562958.501
Senegal,SEN,2018,YR2018,324000000,..,557000000,23116701539.5646
Senegal,SEN,2019,YR2019,..,..,..,23403995984.9306
Senegal,SEN,2020,YR2020,..,..,..,24530513058.5946
Serbia,SRB,2016,YR2016,1351000000,1281000,1461000000,40692661657.284
Serbia,SRB,2017,YR2017,1549000000,1497000,1706000000,44179075778.9267
Serbia,SRB,2018,YR2018,1837000000,1711000,1941000000,50640662859.4987
Serbia,SRB,2019,YR2019,2000000000,1847000,2000000000,51514242775.5241
Serbia,SRB,2020,YR2020,1179000000,446000,1422000000,53356484763.839
Seychelles,SYC,2016,YR2016,92000000,333000,505000000,1458954109.81959
Seychelles,SYC,2017,YR2017,104000000,382000,585000000,1529773286.49646
Seychelles,SYC,2018,YR2018,101000000,405000,611000000,1587813245.28225
Seychelles,SYC,2019,YR2019,109000000,428000,618000000,1645090567.04612
Seychelles,SYC,2020,YR2020,39000000,124500,228000000,1183515397.64891
Sierra Leone,SLE,2016,YR2016,36500000,60000,41000000,3862721204.61052
Sierra Leone,SLE,2017,YR2017,62000000,59000,39000000,3719443317.52413
Sierra Leone,SLE,2018,YR2018,61000000,66000,39000000,4085114542.06831
Sierra Leone,SLE,2019,YR2019,83000000,71000,..,4076578653.54714
Sierra Leone,SLE,2020,YR2020,..,..,..,4062906363.55623
Singapore,SGP,2016,YR2016,23957000000,16403000,18944000000,319029973659.293
Singapore,SGP,2017,YR2017,24588000000,17425000,19891000000,343272878686.388
Singapore,SGP,2018,YR2018,25346000000,18508000,20416000000,376869585632.115
Singapore,SGP,2019,YR2019,..,19116000,..,376837488316.973
Singapore,SGP,2020,YR2020,..,2742000,..,348392174863.651
Sint Maarten (Dutch part),SXM,2016,YR2016,114000000,2197000,871000000,1263687150.83799
Sint Maarten (Dutch part),SXM,2017,YR2017,100000000,1640000,646000000,1191620111.73184
Sint Maarten (Dutch part),SXM,2018,YR2018,77000000,1775000,468000000,1185474860.3352
Sint Maarten (Dutch part),SXM,2019,YR2019,77000000,1952000,708000000,1459776536.31285
Sint Maarten (Dutch part),SXM,2020,YR2020,21000000,..,243000000,1240279329.60894
Slovak Republic,SVK,2016,YR2016,2420000000,17376000,2812000000,89952699524.8965
Slovak Republic,SVK,2017,YR2017,2599000000,15406000,3024000000,95649966260.981
Slovak Republic,SVK,2018,YR2018,2823000000,15299000,3318000000,106137924015.591
Slovak Republic,SVK,2019,YR2019,2811000000,..,3350000000,105710052464.625
Slovak Republic,SVK,2020,YR2020,1291000000,..,1303000000,106728917483.033
Slovenia,SVN,2016,YR2016,1483800048.82813,3397000,2717899902.34375,44766722790.5838
Slovenia,SVN,2017,YR2017,1641099975.58594,3991000,3055100097.65625,48589100043.0958
Slovenia,SVN,2018,YR2018,1864300048.82813,4425000,3377500000,54177882425.8421
Slovenia,SVN,2019,YR2019,1771699951.17188,4702000,3353100097.65625,54331588482.3048
Slovenia,SVN,2020,YR2020,855799987.792969,1216000,1418000000,53706800043.6833
Solomon Islands,SLB,2016,YR2016,74900001.5258789,23200.0007629395,71000000,1379490315.02286
Solomon Islands,SLB,2017,YR2017,72699996.9482422,25700.0007629395,79000000,1469789050.30851
Solomon Islands,SLB,2018,YR2018,53000000,27899.9996185303,92000000,1615478421.45974
Solomon Islands,SLB,2019,YR2019,62500000,28899.9996185303,82000000,1619154958.40233
Solomon Islands,SLB,2020,YR2020,30909999.8474121,4400.00009536743,7000000,1536145831.0639
Somalia,SOM,2016,YR2016,..,..,..,5534000000
Somalia,SOM,2017,YR2017,..,..,..,5609000000
Somalia,SOM,2018,YR2018,..,..,..,5856000006.22021
Somalia,SOM,2019,YR2019,..,..,..,6485000000
Somalia,SOM,2020,YR2020,..,..,..,6883000000
South Africa,ZAF,2016,YR2016,5354000000,15121000,8807000000,323585509674.481
South Africa,ZAF,2017,YR2017,6068000000,14975000,9706000000,381448814653.456
South Africa,ZAF,2018,YR2018,6348000000,15004000,9789000000,404158882459.024
South Africa,ZAF,2019,YR2019,5866000000,14797000,9064000000,388531226582.351
South Africa,ZAF,2020,YR2020,1594000000,3886600.09765625,2716000000,337619569570.511
South Sudan,SSD,2016,YR2016,323000000,..,23500000,..
South Sudan,SSD,2017,YR2017,293000000,..,26000000,..
South Sudan,SSD,2018,YR2018,513000000,..,12000000,..
South Sudan,SSD,2019,YR2019,..,..,..,..
South Sudan,SSD,2020,YR2020,469000000,..,..,..
Spain,ESP,2016,YR2016,..,115561000,..,1233554967011.71
Spain,ESP,2017,YR2017,..,121717000,..,1313245330197.66
Spain,ESP,2018,YR2018,..,124456000,..,1421702715218.01
Spain,ESP,2019,YR2019,..,126170000,..,1394320055129.38
Spain,ESP,2020,YR2020,..,36410000,..,1276962685648.23
Sri Lanka,LKA,2016,YR2016,2295000000,2168000,4591000000,88012281909.7522
Sri Lanka,LKA,2017,YR2017,2409000000,2248000,5083000000,94376237831.5778
Sri Lanka,LKA,2018,YR2018,2487000000,2521000,5608000000,94493871351.4217
Sri Lanka,LKA,2019,YR2019,2436000000,2027000,4663000000,89014978319.0703
Sri Lanka,LKA,2020,YR2020,803000000,540000,1076000000,84440535698.8207
St. Kitts and Nevis,KNA,2016,YR2016,51000000,1055000,332000000,1008100000
St. Kitts and Nevis,KNA,2017,YR2017,56000000,1194000,355000000,1058944444.44444
St. Kitts and Nevis,KNA,2018,YR2018,56000000,1278000,367000000,1076922222.22222
St. Kitts and Nevis,KNA,2019,YR2019,60000000,1107000,..,1107844444.44444
St. Kitts and Nevis,KNA,2020,YR2020,18000000,301399.993896484,..,884522222.222222
St. Lucia,LCA,2016,YR2016,78000000,948000,776000000,1865444444.44444
St. Lucia,LCA,2017,YR2017,84000000,1064000,875000000,1996703703.7037
St. Lucia,LCA,2018,YR2018,85000000,1165000,989000000,2057074074.07407
St. Lucia,LCA,2019,YR2019,92000000,1220000,..,2094185185.18518
St. Lucia,LCA,2020,YR2020,28000000,432500,..,1516000000
St. Martin (French part),MAF,2016,YR2016,..,..,..,..
St. Martin (French part),MAF,2017,YR2017,..,..,..,..
St. Martin (French part),MAF,2018,YR2018,..,..,..,..
St. Martin (French part),MAF,2019,YR2019,..,..,..,..
St. Martin (French part),MAF,2020,YR2020,..,..,..,..
St. Vincent and the Grenadines,VCT,2016,YR2016,41000000,227000,221300003.051758,814302267.073348
St. Vincent and the Grenadines,VCT,2017,YR2017,38000000,303000,215399993.896484,844039068.757533
St. Vincent and the Grenadines,VCT,2018,YR2018,40000000,356000,231000000,884328180.526933
St. Vincent and the Grenadines,VCT,2019,YR2019,40000000,392000,255000000,910765709.768752
St. Vincent and the Grenadines,VCT,2020,YR2020,13000000,..,85000000,869111852.751778
Sudan,SDN,2016,YR2016,203000000,800000,1009000000,102943515502.994
Sudan,SDN,2017,YR2017,29000000,813000,1029000000,129718581297.431
Sudan,SDN,2018,YR2018,13000000,836000,1043000000,32333780383.2924
Sudan,SDN,2019,YR2019,..,..,..,32338079165.2893
Sudan,SDN,2020,YR2020,..,..,..,27034593750
Suriname,SUR,2016,YR2016,112000000,257000,74000000,3317421499.77314
Suriname,SUR,2017,YR2017,99000000,279000,61000000,3591679371.03991
Suriname,SUR,2018,YR2018,104000000,..,73000000,3996198760.32389
Suriname,SUR,2019,YR2019,94000000,..,64000000,4016040575.08796
Suriname,SUR,2020,YR2020,64000000,..,19000000,2911807496.20227
Sweden,SWE,2016,YR2016,..,6782000,..,515654671469.547
Sweden,SWE,2017,YR2017,..,7054000,..,541018749769.097
Sweden,SWE,2018,YR2018,..,7440000,..,555455371487.089
Sweden,SWE,2019,YR2019,..,7616000,..,533879529188.454
Sweden,SWE,2020,YR2020,..,1957000,..,547054174235.876
Switzerland,CHE,2016,YR2016,19941000000,10402000,19787000000,687895460902.713
Switzerland,CHE,2017,YR2017,21501000000,11133000,20399000000,695200833086.499
Switzerland,CHE,2018,YR2018,21441000000,11715000,21294000000,725562534363.895
Switzerland,CHE,2019,YR2019,21097000000,11818000,21257000000,721369112726.724
Switzerland,CHE,2020,YR2020,10372000000,..,9994000000,739913619797.445
Syrian Arab Republic,SYR,2016,YR2016,..,1043000,..,12598742886.9368
Syrian Arab Republic,SYR,2017,YR2017,..,1291000,..,16369724433.2751
Syrian Arab Republic,SYR,2018,YR2018,..,1802000,..,21496337967.8677
Syrian Arab Republic,SYR,2019,YR2019,..,2424000,..,22600896352.1266
Syrian Arab Republic,SYR,2020,YR2020,..,..,..,11159274040.2708
Tajikistan,TJK,2016,YR2016,24600000.3814697,344000,149600006.103516,6992416096.89018
Tajikistan,TJK,2017,YR2017,15100000.3814697,431000,171600006.103516,7536403146.68377
Tajikistan,TJK,2018,YR2018,24200000.7629395,1035000,170899993.896484,7765000282.29397
Tajikistan,TJK,2019,YR2019,28399999.6185303,..,179100006.103516,8300813889.63698
Tajikistan,TJK,2020,YR2020,10800000.1907349,..,102400001.525879,8133963813.3329
Tanzania,TZA,2016,YR2016,992000000,1284000,2149000000,49774004999.2038
Tanzania,TZA,2017,YR2017,873000000,1327000,2265000000,53275968094.8533
Tanzania,TZA,2018,YR2018,818000000,1506000,2465000000,57003686049.4102
Tanzania,TZA,2019,YR2019,738200012.207031,1527000,2624500000,61026765850.3054
Tanzania,TZA,2020,YR2020,..,..,..,66068737757.2651
Thailand,THA,2016,YR2016,11267000000,32530000,48459000000,413366345843.744
Thailand,THA,2017,YR2017,12676000000,35592000,57057000000,456356812774.563
Thailand,THA,2018,YR2018,14406000000,38178000,61383000000,506754212432.991
Thailand,THA,2019,YR2019,14969000000,39916000,64371000000,543976695638.812
Thailand,THA,2020,YR2020,3681000000,..,15360000000,500457261548.076
Timor-Leste,TLS,2016,YR2016,118000000,65599.9984741211,58000000,1650619400
Timor-Leste,TLS,2017,YR2017,137000000,73900.0015258789,73000000,1595724300
Timor-Leste,TLS,2018,YR2018,131000000,74599.9984741211,78000000,1563887900
Timor-Leste,TLS,2019,YR2019,110000000,74800.0030517578,..,2028551600
Timor-Leste,TLS,2020,YR2020,61000000,..,..,2158392500
Togo,TGO,2016,YR2016,55000000,338000,223000000,6031632014.86013
Togo,TGO,2017,YR2017,57000000,514000,245000000,6395472028.24361
Togo,TGO,2018,YR2018,65000000,573000,269000000,7029217931.75029
Togo,TGO,2019,YR2019,61000000,876000,264000000,6992656428.93581
Togo,TGO,2020,YR2020,..,482000,..,7389329392.7704
Tonga,TON,2016,YR2016,23799999.2370605,86699.9969482422,52700000.7629395,420548768.072805
Tonga,TON,2017,YR2017,37700000.7629395,86599.9984741211,48500000,460374252.206137
Tonga,TON,2018,YR2018,41200000.7629395,77300.0030517578,48099998.4741211,488906860.874058
Tonga,TON,2019,YR2019,44000000,94000,57099998.4741211,512053639.842631
Tonga,TON,2020,YR2020,38000000,..,47700000.7629395,484796858.839009
Trinidad and Tobago,TTO,2016,YR2016,230000000,492000,708000000,23496215880.5212
Trinidad and Tobago,TTO,2017,YR2017,147000000,465000,717000000,23797686961.8447
Trinidad and Tobago,TTO,2018,YR2018,149000000,501000,541000000,24322359037.409
Trinidad and Tobago,TTO,2019,YR2019,133000000,480000,481000000,23849557811.3959
Trinidad and Tobago,TTO,2020,YR2020,42000000,141000,151000000,21059428846.0153
Tunisia,TUN,2016,YR2016,823000000,5724000,1706000000,44360065796.6202
Tunisia,TUN,2017,YR2017,871000000,7052000,1782000000,42163530590.9462
Tunisia,TUN,2018,YR2018,954000000,8299000,2320000000,42686509835.5287
Tunisia,TUN,2019,YR2019,889000000,9429000,2683000000,41905637658.6053
Tunisia,TUN,2020,YR2020,407000000,2012000,1007000000,42538462678.1201
Turkiye,TUR,2016,YR2016,5698000000,30907000,26505000000,869682954136.208
Turkiye,TUR,2017,YR2017,5865000000,37970000,31993000000,858988578709.755
Turkiye,TUR,2018,YR2018,6068000000,46113000,36791000000,778476714087.962
Turkiye,TUR,2019,YR2019,5354000000,51747000,41415000000,759934804372.319
Turkiye,TUR,2020,YR2020,1639000000,15971000,13771000000,720288811761.915
Turkmenistan,TKM,2016,YR2016,..,..,..,36169428571.4286
Turkmenistan,TKM,2017,YR2017,..,..,..,37926285714.2857
Turkmenistan,TKM,2018,YR2018,..,..,..,40765428571.4286
Turkmenistan,TKM,2019,YR2019,..,..,..,44220285714.2857
Turkmenistan,TKM,2020,YR2020,..,..,..,45610571428.5714
Turks and Caicos Islands,TCA,2016,YR2016,..,1296000,..,1032452000
Turks and Caicos Islands,TCA,2017,YR2017,..,1243000,..,1022365000
Turks and Caicos Islands,TCA,2018,YR2018,..,1463000,..,1113178000
Turks and Caicos Islands,TCA,2019,YR2019,..,1599000,..,1197415000
Turks and Caicos Islands,TCA,2020,YR2020,..,370399.993896484,..,924583000
Tuvalu,TUV,2016,YR2016,11399999.6185303,2500,..,41629064.9653416
Tuvalu,TUV,2017,YR2017,10100000.3814697,2500,..,45276606.0014551
Tuvalu,TUV,2018,YR2018,10800000.1907349,3200.00004768372,..,48015219.9526234
Tuvalu,TUV,2019,YR2019,9800000.19073486,3599.99990463257,..,54123195.2727502
Tuvalu,TUV,2020,YR2020,..,..,..,51746568.697119
Uganda,UGA,2016,YR2016,309000000,1323000,1118000000,29203988697.459
Uganda,UGA,2017,YR2017,365000000,1402000,954000000,30744473839.7439
Uganda,UGA,2018,YR2018,497000000,1506000,1522000000,32927025621.3848
Uganda,UGA,2019,YR2019,596000000,1543000,1400000000,35348155092.292
Uganda,UGA,2020,YR2020,268000000,473000,518000000,37605430214.347
Ukraine,UKR,2016,YR2016,6306000000,13734000,1723000000,93355868977.6619
Ukraine,UKR,2017,YR2017,7536000000,14579000,2019000000,112090503817.399
Ukraine,UKR,2018,YR2018,8287000000,14342000,2269000000,130891086689.522
Ukraine,UKR,2019,YR2019,8907000000,13710000,2595000000,153883045524.931
Ukraine,UKR,2020,YR2020,4823000000,3382000,687000000,156617719786.254
United Arab Emirates,ARE,2016,YR2016,17127259765.625,20894000,28657400390.625,369255326235.534
United Arab Emirates,ARE,2017,YR2017,17644699218.75,21805000,29705500000,390516804029.952
United Arab Emirates,ARE,2018,YR2018,18004099609.375,23092000,34609500000,427049432157.931
United Arab Emirates,ARE,2019,YR2019,18382000000,25282000,38413300781.25,417989721742.682
United Arab Emirates,ARE,2020,YR2020,15085000000,8084000,24615400390.625,349473015330.157
United Kingdom,GBR,2016,YR2016,..,39129000,..,2699659680997.2
United Kingdom,GBR,2017,YR2017,..,41080000,..,2683488510504.04
United Kingdom,GBR,2018,YR2018,..,40283000,..,2878152147315.82
United Kingdom,GBR,2019,YR2019,..,40857000,..,2857057847953.02
United Kingdom,GBR,2020,YR2020,..,11101000,..,2704609160088.15
United States,USA,2016,YR2016,147640000000,175261484.375,228549000000,18695110842000
United States,USA,2017,YR2017,158287000000,174291750,233758000000,19477336549000
United States,USA,2018,YR2018,176818000000,169324921.875,241984000000,20533057312000
United States,USA,2019,YR2019,186079000000,165478000,239447000000,21380976119000
United States,USA,2020,YR2020,48837000000,45037000,84205000000,21060473613000
Uruguay,URY,2016,YR2016,1079000000,3632000,2396000000,57480788380.312
Uruguay,URY,2017,YR2017,1222000000,4219000,2924000000,65006047680.3225
Uruguay,URY,2018,YR2018,1252000000,3954000,2708000000,65203071110.6037
Uruguay,URY,2019,YR2019,1424000000,3480000,2335000000,62048585618.505
Uruguay,URY,2020,YR2020,412000000,..,1085000000,53666908479.5585
Uzbekistan,UZB,2016,YR2016,1832000000,2027000,579000000,86138288633.2241
Uzbekistan,UZB,2017,YR2017,2107000000,2690000,835000000,62081322741.1228
Uzbekistan,UZB,2018,YR2018,2722000000,5346000,1314000000,52870108217.5626
Uzbekistan,UZB,2019,YR2019,2753000000,6749000,1679000000,60283503705.3907
Uzbekistan,UZB,2020,YR2020,1062000000,..,395000000,60224701295.7983
Vanuatu,VUT,2016,YR2016,28000000,351600.006103516,275000000,780889605.899977
Vanuatu,VUT,2017,YR2017,19000000,332700.012207031,289000000,880061830.96959
Vanuatu,VUT,2018,YR2018,21000000,350200.012207031,325000000,914736985.430944
Vanuatu,VUT,2019,YR2019,32000000,256000,295000000,936526267.622513
Vanuatu,VUT,2020,YR2020,22000000,82400.0015258789,67000000,909421043.508407
"Venezuela, RB",VEN,2016,YR2016,2920000000,681000,546000000,..
"Venezuela, RB",VEN,2017,YR2017,..,429000,..,..
"Venezuela, RB",VEN,2018,YR2018,..,..,..,..
"Venezuela, RB",VEN,2019,YR2019,..,..,..,..
"Venezuela, RB",VEN,2020,YR2020,..,..,..,..
Vietnam,VNM,2016,YR2016,4500000000,10013000,8500000000,257096001174.075
Vietnam,VNM,2017,YR2017,5040000000,12922000,8890000000,281353626107.245
Vietnam,VNM,2018,YR2018,5910000000,15498000,10080000000,310106472642.968
Vietnam,VNM,2019,YR2019,6460000000,18009000,11830000000,334365257920.289
Vietnam,VNM,2020,YR2020,4360000000,3837000,3232000000,346615750166.553
Virgin Islands (U.S.),VIR,2016,YR2016,..,2574000,1343000000,3798000000
Virgin Islands (U.S.),VIR,2017,YR2017,..,1954000,1202000000,3794000000
Virgin Islands (U.S.),VIR,2018,YR2018,..,1922000,993000000,3922000000
Virgin Islands (U.S.),VIR,2019,YR2019,..,2074000,1031000000,4117000000
