Time,Time Code,Country Name,Country Code,"International tourism, expenditures (current US$) [ST.INT.XPND.CD]","International tourism, receipts (current US$) [ST.INT.RCPT.CD]","International tourism, number of arrivals [ST.INT.ARVL]","International tourism, number of departures [ST.INT.DPRT]",GDP (current US$) [NY.GDP.MKTP.CD],"Population, total [SP.POP.TOTL]"
2019,YR2019,Peru,PER,3627399902.34375,4703000000,5275000,3275000,228325852220.761,32824861
2019,YR2019,Philippines,PHL,12926000000,11455000000,8261000,..,376823404772.837,110380804
2019,YR2019,Poland,POL,10161000000,15712000000,88515000,50600000,596058473058.766,37965475
2019,YR2019,Portugal,PRT,6823000000,24592000000,17283000,3100000,239986922638.897,10286263
2019,YR2019,Puerto Rico,PRI,..,3612000000,4931000,..,105126400000,3193694
2019,YR2019,Qatar,QAT,12528000000,15647000000,2136500,..,176371267689.082,2807235
2019,YR2019,Romania,ROU,7172000000,4240000000,12815000,23066000,251017797625.017,19371648
2019,YR2019,Russian Federation,RUS,40611000000,17235000000,24419000,45330000,1693114993990.49,144406261
2019,YR2019,Rwanda,RWA,382799987.792969,635900024.414063,1634000,..,10346675636.3397,12835028
2019,YR2019,Samoa,WSM,5199999.80926514,206100006.103516,181000,69000,912950619.371868,211905
2019,YR2019,San Marino,SMR,..,..,1904000,..,1616188702.34405,34178
2019,YR2019,Sao Tome and Principe,STP,..,..,..,..,427425039.684339,214599
2019,YR2019,Saudi Arabia,SAU,16415000000,19849000000,20292000,27196000,838564705624.643,35827362
2019,YR2019,Senegal,SEN,..,..,..,..,23403995984.9306,16000781
2019,YR2019,Serbia,SRB,2000000000,2000000000,1847000,..,51514242775.5241,6945235
2019,YR2019,Seychelles,SYC,109000000,618000000,428000,76000,1645090567.04612,97625
2019,YR2019,Sierra Leone,SLE,83000000,..,71000,122000,4076578653.54714,8046828
2019,YR2019,Singapore,SGP,..,..,19116000,10711000,376837488316.973,5703569
2019,YR2019,Sint Maarten (Dutch part),SXM,77000000,708000000,1952000,..,1459776536.31285,41608
2019,YR2019,Slovak Republic,SVK,2811000000,3350000000,..,5214000,105710052464.625,5454147
2019,YR2019,Slovenia,SVN,1771699951.17188,3353100097.65625,4702000,6049000,54331588482.3048,2088385
2019,YR2019,Solomon Islands,SLB,62500000,82000000,28899.9996185303,..,1619154958.40233,674993
2019,YR2019,Somalia,SOM,..,..,..,..,6485000000,15981300
2019,YR2019,South Africa,ZAF,5866000000,9064000000,14797000,..,388531226582.351,58087055
2019,YR2019,South Sudan,SSD,..,..,..,..,..,10447666
2019,YR2019,Spain,ESP,..,..,126170000,22816000,1394320055129.38,47134837
2019,YR2019,Sri Lanka,LKA,2436000000,4663000000,2027000,1441000,89014978319.0703,21803000
2019,YR2019,St. Kitts and Nevis,KNA,60000000,..,1107000,..,1107844444.44444,47712
2019,YR2019,St. Lucia,LCA,92000000,..,1220000,..,2094185185.18518,178583
2019,YR2019,St. Martin (French part),MAF,..,..,..,..,..,33121
2019,YR2019,St. Vincent and the Grenadines,VCT,40000000,255000000,392000,..,910765709.768752,104924
2019,YR2019,Sudan,SDN,..,..,..,..,32338079165.2893,43232093
2019,YR2019,Suriname,SUR,94000000,64000000,..,..,4016040575.08796,600301
2019,YR2019,Sweden,SWE,..,..,7616000,19061000,533879529188.454,10278887
2019,YR2019,Switzerland,CHE,21097000000,21257000000,11818000,19797000,721369112726.724,8575280
2019,YR2019,Syrian Arab Republic,SYR,..,..,2424000,..,22600896352.1266,20098251
2019,YR2019,Tajikistan,TJK,28399999.6185303,179100006.103516,..,..,8300813889.63698,9337003
2019,YR2019,Tanzania,TZA,738200012.207031,2624500000,1527000,..,61026765850.3054,59872579
2019,YR2019,Thailand,THA,14969000000,64371000000,39916000,10446000,543976695638.812,71307763
2019,YR2019,Timor-Leste,TLS,110000000,..,74800.0030517578,..,2028551600,1280438
2019,YR2019,Togo,TGO,61000000,264000000,876000,269000,6992656428.93581,8243094
2019,YR2019,Tonga,TON,44000000,57099998.4741211,94000,..,512053639.842631,104951
2019,YR2019,Trinidad and Tobago,TTO,133000000,481000000,480000,..,23849557811.3959,1519955
2019,YR2019,Tunisia,TUN,889000000,2683000000,9429000,2781000,41905637658.6053,12049314
2019,YR2019,Turkiye,TUR,5354000000,41415000000,51747000,9651000,759934804372.319,83481684
2019,YR2019,Turkmenistan,TKM,..,..,..,..,44220285714.2857,6158420
2019,YR2019,Turks and Caicos Islands,TCA,..,..,1599000,..,1197415000,43080
2019,YR2019,Tuvalu,TUV,9800000.19073486,..,3599.99990463257,..,54123195.2727502,10956
2019,YR2019,Uganda,UGA,596000000,1400000000,1543000,..,35348155092.292,42949080
2019,YR2019,Ukraine,UKR,8907000000,2595000000,13710000,29346000,153883045524.931,44386203
2019,YR2019,United Arab Emirates,ARE,18382000000,38413300781.25,25282000,18906000,417989721742.682,9211657
2019,YR2019,United Kingdom,GBR,..,..,40857000,93086000,2857057847953.02,66836327
2019,YR2019,United States,USA,186079000000,239447000000,165478000,170930093.75,21380976119000,328329953
2019,YR2019,Uruguay,URY,1424000000,2335000000,3480000,2199000,62048585618.505,3428409
2019,YR2019,Uzbekistan,UZB,2753000000,1679000000,6749000,8437000,60283503705.3907,33580350
2019,YR2019,Vanuatu,VUT,32000000,295000000,256000,36400.0015258789,936526267.622513,304404
2019,YR2019,"Venezuela, RB",VEN,..,..,..,..,..,28971683
2019,YR2019,Vietnam,VNM,6460000000,11830000000,18009000,..,334365257920.289,95776716
2019,YR2019,Virgin Islands (U.S.),VIR,..,1031000000,2074000,..,4117000000,106669
2019,YR2019,West Bank and Gaza,PSE,914000000,..,688000,..,17133500000,4685306
2019,YR2019,"Yemen, Rep.",YEM,..,..,..,..,..,31546691
2019,YR2019,Zambia,ZMB,511000000,..,1266000,..,23308667781.2258,18380477
2019,YR2019,Zimbabwe,ZWE,257000000,285000000,2294000,3275000,21832234925.5021,15354608
2020,YR2020,Afghanistan,AFG,49000000,75000000,..,..,20143451705.7548,38972230
2020,YR2020,Albania,ALB,805000000,1243000000,2658000,2907000,15162734205.2462,2837849
2020,YR2020,Algeria,DZA,272000000,50000000,591000,1386000,145743722826.258,43451666
2020,YR2020,American Samoa,ASM,..,..,899.999976158142,..,716000000,46189
2020,YR2020,Andorra,AND,..,..,5207000,..,2891001149.40074,77700
2020,YR2020,Angola,AGO,691000000,19000000,..,..,50241368243.6314,33428486
2020,YR2020,Antigua and Barbuda,ATG,35000000,416000000,384500,..,1416348148.14815,92664
2020,YR2020,Argentina,ARG,2746000000,1702000000,..,..,385540406815.599,45376763
2020,YR2020,Armenia,ARM,330000000,303000000,375000,346000,12641698593.7908,2805608
2020,YR2020,Aruba,ABW,310000000,1077000000,..,..,2610038938.54749,106585
2020,YR2020,Australia,AUS,7654000000,26234000000,1828000,2832000,1326944627876.87,25655289
2020,YR2020,Austria,AUT,5551000000,15362000000,15091000,3964000,435225238000.43,8916864
2020,YR2020,Azerbaijan,AZE,439000000,340000000,796000,1165000,42693000000,10093121
2020,YR2020,"Bahamas, The",BHS,166000000,1007000000,1794500,..,9754600000,406471
2020,YR2020,Bahrain,BHR,..,724000000,1909000,..,34621807712.766,1477469
2020,YR2020,Bangladesh,BGD,659000000,217899993.896484,..,..,373902196399.317,167420951
2020,YR2020,Barbados,BRB,..,..,..,..,4671800000,280693
2020,YR2020,Belarus,BLR,477000000,542000000,3598000,2810000,61371755326.2351,9379952
2020,YR2020,Belgium,BEL,13928000000,7447000000,2584000,5850000,525213067068.319,11538604
2020,YR2020,Belize,BLZ,22040000.9155273,..,487000,..,2080000000,394921
2020,YR2020,Benin,BEN,..,..,..,..,15651545208.8771,12643123
2020,YR2020,Bermuda,BMU,212000000,94000000,51400.0015258789,..,6887147000,63893
2020,YR2020,Bhutan,BTN,50000000,84000000,29799.9992370605,..,2325185520.59339,772506
2020,YR2020,Bolivia,BOL,325000000,243000000,323299.987792969,432000,36629843806.0781,11936162
2020,YR2020,Bosnia and Herzegovina,BIH,163000000,438000000,197000,..,20226030731.0131,3318407
2020,YR2020,Botswana,BWA,91800003.0517578,217000000,..,..,14960291540.5283,2546402
2020,YR2020,Brazil,BRA,6490000000,3099000000,..,..,1476107292036.59,213196304
2020,YR2020,British Virgin Islands,VGB,..,..,83000,..,..,30910
2020,YR2020,Brunei Darussalam,BRN,..,..,1071000,..,12005795914.7306,441725
2020,YR2020,Bulgaria,BGR,1263000000,1792000000,4973000,3973000,70404359049.232,6934015
2020,YR2020,Burkina Faso,BFA,..,..,67000,..,17933606212.6294,21522626
2020,YR2020,Burundi,BDI,..,..,..,..,2649680261.01097,12220227
2020,YR2020,Cabo Verde,CPV,59000000,169000000,180000,..,1878277311.2253,582640
2020,YR2020,Cambodia,KHM,213000000,1119000000,1306000,326000,25872797892.0285,16396860
2020,YR2020,Cameroon,CMR,697000000,437000000,..,..,40773241211.6941,26491087
2020,YR2020,Canada,CAN,..,..,..,..,1647598402302.68,38007166
2020,YR2020,Cayman Islands,CYM,..,..,660000,..,5647224973.03878,67311
2020,YR2020,Central African Republic,CAF,..,..,..,..,2326720902.35741,5343020
2020,YR2020,Chad,TCD,..,..,10399.9996185303,5500,10715396051.4388,16644701
2020,YR2020,Channel Islands,CHI,..,..,..,..,9811538461.53846,171113
2020,YR2020,Chile,CHL,720000000,1034000000,..,..,254096103516.324,19300315
2020,YR2020,China,CHN,..,..,30402000,20334000,14687743556969.6,1411100000
2020,YR2020,Colombia,COL,1576000000,1959000000,1396000,1275000,270150956772.567,50930662
2020,YR2020,Comoros,COM,43000000,18500000,7000,..,1225039195.93744,806166
2020,YR2020,"Congo, Dem. Rep.",COD,..,..,..,..,48716961864.5378,92853164
2020,YR2020,"Congo, Rep.",COG,..,..,..,..,10483151093.6873,5702174
2020,YR2020,Costa Rica,CRI,697000000,1479000000,1146500,324000,62395610764.0705,5123105
2020,YR2020,Cote d'Ivoire,CIV,315000000,199300003.051758,668000,..,62982768371.5174,26811790
2020,YR2020,Croatia,HRV,789687194.824219,5631853027.34375,21608000,678000,57624938982.3606,4047680
2020,YR2020,Cuba,CUB,..,1152000000,1086000,271000,107352000000,11300698
2020,YR2020,Curacao,CUW,127000000,282000000,..,..,2496174748.60335,154947
2020,YR2020,Cyprus,CYP,880000000,663000000,..,..,25008266159.2479,1237537
2020,YR2020,Czechia,CZE,3495000000,3890000000,..,2399000,245974558654.043,10697858
2020,YR2020,Denmark,DNK,..,..,15595000,4230000,355222449505.211,5831404
2020,YR2020,Djibouti,DJI,..,..,..,..,3181071153.6622,1090156
2020,YR2020,Dominica,DMA,9000000,..,140000,..,504214814.814815,71995
2020,YR2020,Dominican Republic,DOM,444000000,..,2748000,210000,78844655833.2194,10999664
2020,YR2020,Ecuador,ECU,533000000,705000000,..,..,99291124000,17588595
2020,YR2020,"Egypt, Arab Rep.",EGY,2578000000,4874000000,..,..,383817841547.099,107465134
2020,YR2020,El Salvador,SLV,162000000,755000000,707000,515000,24930080000,6292731
2020,YR2020,Equatorial Guinea,GNQ,..,..,..,..,10099157995.5789,1596049
2020,YR2020,Eritrea,ERI,..,..,..,..,..,3555868
2020,YR2020,Estonia,EST,676000000,865000000,1695000,558000,31370395572.7653,1329522
2020,YR2020,Eswatini,SWZ,36400001.5258789,7300000.19073486,345299.987792969,488000,3982236726.3678,1180655
2020,YR2020,Ethiopia,ETH,322500000,2282000000,518000,..,107657734392.446,117190911
2020,YR2020,Faroe Islands,FRO,..,..,..,..,3248670978.10165,52415
2020,YR2020,Fiji,FJI,77000000,236000000,168000,..,4477030179.83128,920422
2020,YR2020,Finland,FIN,1940000000,1757000000,896000,2690000,271886077382.097,5529543
2020,YR2020,France,FRA,31193000000,35958000000,117109000,21287000,2639008701648.21,67571107
2020,YR2020,French Polynesia,PYF,..,..,89400.0015258789,12000,5731835679.23061,301920
2020,YR2020,Gabon,GAB,..,..,..,..,15314577167.8199,2292573
2020,YR2020,"Gambia, The",GMB,5199999.80926514,53000000,246000,..,1812170878.30632,2573995
2020,YR2020,Georgia,GEO,292000000,586000000,1513000,..,15842922532.7202,3722716
2020,YR2020,Germany,DEU,..,..,12449000,..,3889668895299.56,83160871
2020,YR2020,Ghana,GHA,946000000,191000000,..,..,70043095503.2503,32180401
2020,YR2020,Gibraltar,GIB,..,..,..,..,..,32709
2020,YR2020,Greece,GRC,1500000000,6193000000,7406000,2324000,188925995936.803,10698599
2020,YR2020,Greenland,GRL,..,..,..,..,3082909157.60994,56367
2020,YR2020,Grenada,GRD,12000000,..,217000,..,1043411111.11111,123663
2020,YR2020,Guam,GUM,..,..,328000,..,5886000000,169231
2020,YR2020,Guatemala,GTM,346000000,298500000,594000,507799.987792969,77715183063.2054,16858333
2020,YR2020,Guinea,GIN,1075099975.58594,1289999.96185303,..,..,14177835840.8311,13205153
2020,YR2020,Guinea-Bissau,GNB,..,..,..,..,1431758231.68287,2015828
2020,YR2020,Guyana,GUY,..,..,86400.0015258789,..,5471256594.72422,797202
2020,YR2020,Haiti,HTI,..,..,..,..,14508222518.158,11306801
2020,YR2020,Honduras,HND,230000000,189000000,669000,..,23827859694.7921,10121763
2020,YR2020,"Hong Kong SAR, China",HKG,..,..,3569000,8261000,344943149590.058,7481000
2020,YR2020,Hungary,HUN,1334000000,4224000000,31641000,12727000,157227094449.074,9750149
2020,YR2020,Iceland,ISL,..,..,488000,130000,21553080483.8132,366463
2020,YR2020,India,IND,15777000000,13413000000,..,..,2671595389575.7,1396387127
2020,YR2020,Indonesia,IDN,1980000000,3533000000,4053000,2918000,1059054842711.72,271857970
2020,YR2020,"Iran, Islamic Rep.",IRN,..,..,1550000,1550000,239735486745.704,87290193
2020,YR2020,Iraq,IRQ,4172000000,955000000,..,..,180924091442.953,42556984
2020,YR2020,Ireland,IRL,2334000000,4160000000,..,2326000,425852281928.114,4985382
2020,YR2020,Isle of Man,IMN,..,..,..,..,6684229268.52985,84046
2020,YR2020,Israel,ISR,2175000000,2661000000,..,..,413267669231.522,9215100
2020,YR2020,Italy,ITA,12965000000,20459000000,38419000,21448000,1897210466667.52,59438851
2020,YR2020,Jamaica,JAM,291000000,..,1329699.95117188,..,13812421859.4026,2820436
2020,YR2020,Japan,JPN,6741000000,11395000000,4115799.8046875,3174000,5048789595589.43,126261000
2020,YR2020,Jordan,JOR,408000000,1745000000,1240000,406000,43579916197.1831,10928721
2020,YR2020,Kazakhstan,KAZ,861000000,589000000,2035000,2865000,171082365723.326,18755666
2020,YR2020,Kenya,KEN,..,..,..,..,100657505600.655,51985780
2020,YR2020,Kiribati,KIR,..,..,..,..,177553260.108828,126463
2020,YR2020,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,25867467
2020,YR2020,"Korea, Rep.",KOR,16705000000,11776000000,2519000,4276000,1644312785467.12,51836239
2020,YR2020,Kosovo,XKX,..,..,..,..,7717143395.25699,1790133
2020,YR2020,Kuwait,KWT,6696000000,524000000,2161000,..,105948765156.029,4360444
2020,YR2020,Kyrgyz Republic,KGZ,185000000,195000000,..,..,7780873258.66887,6579900
2020,YR2020,Lao PDR,LAO,260000000,227000000,886400.024414063,707000,18981800705.0794,7319399
2020,YR2020,Latvia,LVA,..,..,3204000,690000,34601740323.338,1900449
2020,YR2020,Lebanon,LBN,1699000000,2369000000,..,..,31712128253.7961,5662923
2020,YR2020,Lesotho,LSO,277000000,..,..,..,2117736527.79886,2254100
2020,YR2020,Liberia,LBR,..,..,..,..,3039982500,5087584
2020,YR2020,Libya,LBY,..,..,..,..,46808208747.2754,6653942
2020,YR2020,Liechtenstein,LIE,..,..,58400.0015258789,..,6405765970.4778,38756
2020,YR2020,Lithuania,LTU,..,..,2284000,1643000,56914826860.6918,2794885
2020,YR2020,Luxembourg,LUX,2458000000,4454000000,525000,1460000,73992591285.3017,630419
2020,YR2020,"Macao SAR, China",MAC,886000000,9442000000,5897000,125000,25459685019.548,676283
2020,YR2020,Madagascar,MDG,97000000,202000000,87099.9984741211,..,13051441203.4474,28225177
2020,YR2020,Malawi,MWI,119000000,35000000,..,..,12056108780.2073,19377061
2020,YR2020,Malaysia,MYS,5206000000,3386000000,4333000,..,337339463179.961,33199993
2020,YR2020,Maldives,MDV,106000000,1409000000,555000,..,3746329358.28788,514438
2020,YR2020,Mali,MLI,..,..,..,..,17465392779.0366,21224040
2020,YR2020,Malta,MLT,..,..,718000,218000,15046136935.4814,515332
2020,YR2020,Marshall Islands,MHL,..,..,..,..,241722400,43413
2020,YR2020,Mauritania,MRT,35000000,6400000.09536743,..,..,8405498735.74293,4498604
2020,YR2020,Mauritius,MUS,224000000,518000000,316000,65000,11401040995.9946,1266014
2020,YR2020,Mexico,MEX,4286000000,11449000000,51128000,36056000,1090514966785.91,125998302
2020,YR2020,"Micronesia, Fed. Sts.",FSM,..,..,..,..,408000000,112106
2020,YR2020,Moldova,MDA,303000000,354000000,29000,75000,11531967881.0624,2635130
2020,YR2020,Monaco,MCO,..,..,159000,..,6739642360.46694,36922
2020,YR2020,Mongolia,MNG,573000000,49000000,66900.0015258789,..,13312981427.4023,3294335
2020,YR2020,Montenegro,MNE,38000000,180000000,351000,..,4769995511.55242,621306
2020,YR2020,Morocco,MAR,1509000000,4514000000,2802000,646000,121347533649.793,36688772
2020,YR2020,Mozambique,MOZ,95000000,113000000,..,..,14156864916.4711,31178239
2020,YR2020,Myanmar,MMR,..,..,903000,..,78930259068.5275,53423198
2020,YR2020,Namibia,NAM,77000000,155000000,187100.006103516,..,10583748757.3345,2489098
2020,YR2020,Nauru,NRU,..,..,..,..,124685686.622889,12315
2020,YR2020,Nepal,NPL,267000000,238000000,230000,..,33433659223.1789,29348627
2020,YR2020,Netherlands,NLD,7435700195.3125,10926200195.3125,7265000,..,909793466661.466,17441500
2020,YR2020,New Caledonia,NCL,..,..,31000,48000,9454629451.03219,272460
2020,YR2020,New Zealand,NZL,..,..,996000,511000,212569779569.515,5090200
2020,YR2020,Nicaragua,NIC,102000000,..,474000,325000,12678162359.4021,6755895
2020,YR2020,Niger,NER,..,..,85000,..,13744174582.2532,24333639
2020,YR2020,Nigeria,NGA,6613000000,321000000,..,..,432198936002.177,208327405
2020,YR2020,North Macedonia,MKD,153000000,253000000,118000,..,12363580534.6811,2072531
2020,YR2020,Northern Mariana Islands,MNP,..,..,..,..,858000000,49587
2020,YR2020,Norway,NOR,4230000000,2196000000,1397000,1690000,367633418886.627,5379475
2020,YR2020,Oman,OMN,1236000000,669000000,869000,1657000,75909397659.2978,4543399
2020,YR2020,Pakistan,PAK,1245000000,765000000,..,..,300425609206.18,227196741
2020,YR2020,Palau,PLW,..,..,18399.9996185303,..,251900000,17972
2020,YR2020,Panama,PAN,601000000,1841000000,647000,401000,57086836942.4052,4294396
2020,YR2020,Papua New Guinea,PNG,..,..,39000,..,23848442440.267,9749640
2020,YR2020,Paraguay,PRY,226000000,104000000,1077000,214000,35432177936.3317,6618695
2020,YR2020,Peru,PER,938000000,1002000000,1119000,791000,201947603715.409,33304756
2020,YR2020,Philippines,PHL,4872000000,2769000000,1483000,1483000,361751145432.404,112190977
2020,YR2020,Poland,POL,5547000000,8379000000,..,..,599442783603.187,37899070
2020,YR2020,Portugal,PRT,3536000000,10522000000,4208000,680000,229031860520.773,10297081
2020,YR2020,Puerto Rico,PRI,..,2921000000,3882000,..,103130900000,3281557
2020,YR2020,Qatar,QAT,11504000000,14318000000,582000,..,144411363345.27,2760385
2020,YR2020,Romania,ROU,3472000000,1611000000,5023000,9510000,251362534092.315,19265250
2020,YR2020,Russian Federation,RUS,10800000000,4961000000,6359000,12361000,1493075887459.81,144073139
2020,YR2020,Rwanda,RWA,127000000,212000000,..,..,10172925171.5869,13146362
2020,YR2020,Samoa,WSM,1799999.95231628,23059999.4659424,23899.9996185303,18500,868898350.356664,214929
2020,YR2020,San Marino,SMR,..,..,..,..,1541247884.00207,34007
2020,YR2020,Sao Tome and Principe,STP,..,..,..,..,472551023.610419,218641
2020,YR2020,Saudi Arabia,SAU,9069000000,5960000000,..,..,734271183954.88,35997107
2020,YR2020,Senegal,SEN,..,..,..,..,24530513058.5946,16436120
2020,YR2020,Serbia,SRB,1179000000,1422000000,446000,..,53356484763.839,6899126
2020,YR2020,Seychelles,SYC,39000000,228000000,124500,19000,1183515397.64891,98462
2020,YR2020,Sierra Leone,SLE,..,..,..,..,4062906363.55623,8233970
2020,YR2020,Singapore,SGP,..,..,2742000,1543000,348392174863.651,5685807
2020,YR2020,Sint Maarten (Dutch part),SXM,21000000,243000000,..,..,1240279329.60894,42310
2020,YR2020,Slovak Republic,SVK,1291000000,1303000000,..,..,106728917483.033,5458827
2020,YR2020,Slovenia,SVN,855799987.792969,1418000000,1216000,1892000,53706800043.6833,2102419
2020,YR2020,Solomon Islands,SLB,30909999.8474121,7000000,4400.00009536743,..,1536145831.0639,691191
2020,YR2020,Somalia,SOM,..,..,..,..,6883000000,16537016
2020,YR2020,South Africa,ZAF,1594000000,2716000000,3886600.09765625,..,337619569570.511,58801927
2020,YR2020,South Sudan,SSD,469000000,..,..,..,..,10606227
2020,YR2020,Spain,ESP,..,..,36410000,6236000,1276962685648.23,47365655
2020,YR2020,Sri Lanka,LKA,803000000,1076000000,540000,305000,84440535698.8207,21919000
2020,YR2020,St. Kitts and Nevis,KNA,18000000,..,301399.993896484,..,884522222.222222,47642
2020,YR2020,St. Lucia,LCA,28000000,..,432500,..,1516000000,179237
2020,YR2020,St. Martin (French part),MAF,..,..,..,..,..,32553
2020,YR2020,St. Vincent and the Grenadines,VCT,13000000,85000000,..,..,869111852.751778,104632
2020,YR2020,Sudan,SDN,..,..,..,..,27034593750,44440486
2020,YR2020,Suriname,SUR,64000000,19000000,..,..,2911807496.20227,607065
2020,YR2020,Sweden,SWE,..,..,1957000,6081000,547054174235.876,10353442
2020,YR2020,Switzerland,CHE,10372000000,9994000000,..,..,739913619797.445,8638167
2020,YR2020,Syrian Arab Republic,SYR,..,..,..,..,11159274040.2708,20772595
2020,YR2020,Tajikistan,TJK,10800000.1907349,102400001.525879,..,..,8133963813.3329,9543207
2020,YR2020,Tanzania,TZA,..,..,..,..,66068737757.2651,61704518
2020,YR2020,Thailand,THA,3681000000,15360000000,..,..,500457261548.076,71475664
2020,YR2020,Timor-Leste,TLS,61000000,..,..,..,2158392500,1299995
2020,YR2020,Togo,TGO,..,..,482000,..,7389329392.7704,8442580
2020,YR2020,Tonga,TON,38000000,47700000.7629395,..,..,484796858.839009,105254
2020,YR2020,Trinidad and Tobago,TTO,42000000,151000000,141000,..,21059428846.0153,1518147
2020,YR2020,Tunisia,TUN,407000000,1007000000,2012000,739000,42538462678.1201,12161723
2020,YR2020,Turkiye,TUR,1639000000,13771000000,15971000,2243000,720288811761.915,84135428
2020,YR2020,Turkmenistan,TKM,..,..,..,..,45610571428.5714,6250438
2020,YR2020,Turks and Caicos Islands,TCA,..,..,370399.993896484,..,924583000,44276
2020,YR2020,Tuvalu,TUV,..,..,..,..,51746568.697119,11069
2020,YR2020,Uganda,UGA,268000000,518000000,473000,..,37605430214.347,44404611
2020,YR2020,Ukraine,UKR,4823000000,687000000,3382000,11251000,156617719786.254,44132049
2020,YR2020,United Arab Emirates,ARE,15085000000,24615400390.625,8084000,6458000,349473015330.157,9287289
2020,YR2020,United Kingdom,GBR,..,..,11101000,23827000,2704609160088.15,67081234
2020,YR2020,United States,USA,48837000000,84205000000,45037000,60549898.4375,21060473613000,331511512
2020,YR2020,Uruguay,URY,412000000,1085000000,..,..,53666908479.5585,3429086
2020,YR2020,Uzbekistan,UZB,1062000000,395000000,..,..,60224701295.7983,34232050
2020,YR2020,Vanuatu,VUT,22000000,67000000,82400.0015258789,9399.99961853027,909421043.508407,311685
2020,YR2020,"Venezuela, RB",VEN,..,..,..,..,..,28490453
2020,YR2020,Vietnam,VNM,4360000000,3232000000,3837000,..,346615750166.553,96648685
2020,YR2020,Virgin Islands (U.S.),VIR,..,686000000,8612000,..,4204000000,106290
2020,YR2020,West Bank and Gaza,PSE,567000000,..,93000,..,15531700000,4803269
2020,YR2020,"Yemen, Rep.",YEM,..,..,..,..,..,32284046
2020,YR2020,Zambia,ZMB,474000000,..,502000,..,18110638619.3723,18927715
2020,YR2020,Zimbabwe,ZWE,157000000,66000000,639000,..,21509698406.1116,15669666
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,
Last Updated: 09/19/2023,,,,,,,,,
